Categoria	Moneda	RatingVendedor	Duracion	DiaSemana	PrecioInicial	PrecioCierre	Competitiva?	subasta	c2d_RatingVendedor_1	c2d_Duracion_1	c2d_PrecioInicial_1	c2d_PrecioCierre_1	c2d_Competitiva?_1	pred_SpvInstance_1	pred_SpvInstance_2
Antique/Art/Craft	EUR	18	10	Sun	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	EUR	18	10	Sun	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Toys/Hobbies	EUR	300	10	Wed	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	SI
Collectibles	EUR	578	10	Sun	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	EUR	578	10	Sun	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	EUR	578	10	Mon	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	EUR	578	10	Mon	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	EUR	578	10	Mon	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	EUR	578	10	Mon	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	EUR	1545	10	Mon	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	EUR	1545	10	Mon	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	EUR	1545	10	Thu	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Computer	EUR	2382	10	Sun	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	EUR	2507	10	Sun	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	EUR	2507	10	Sun	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
SportingGoods	EUR	4366	10	Mon	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Automotive	EUR	5701	10	Mon	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	NO
Electronics	EUR	5701	10	Fri	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Electronics	EUR	5701	10	Mon	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	EUR	5701	10	Sun	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	SI
Music/Movie/Game	EUR	5701	10	Sun	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	SI
Toys/Hobbies	EUR	5827	10	Wed	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	SI
Toys/Hobbies	EUR	5827	10	Wed	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	SI
Toys/Hobbies	EUR	5827	10	Wed	2.45	2.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	SI
Antique/Art/Craft	US	52	7	Fri	2	2	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	EUR	130	7	Sun	2.46	2.46	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Home/Garden	GBP	376	7	Thu	3.57	3.57	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	2695	7	Fri	2	2	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	2695	7	Sat	2	2	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	2695	7	Sat	2	2	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	2695	7	Sat	2	2	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	2696	7	Mon	2	2	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4390	7	Mon	2	2	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	GBP	105	7	Thu	4.44	4.44	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	GBP	105	7	Thu	4.44	4.44	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	US	510	3	Sun	2.5	2.5	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	SI
Computer	US	366	5	Mon	2.5	2.5	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Home/Garden	EUR	1402	7	Fri	3.07	3.07	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Toys/Hobbies	US	3385	7	Sat	2.75	2.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	2.75	2.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	2.75	2.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	2.75	2.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	2.75	2.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	2.75	2.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	2.75	2.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	2.75	2.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	2.75	2.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	2.75	2.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	2.75	2.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	2.75	2.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
